event_id,protocol,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets
35337,TCP,73903175.0,11.0,11.0,493.0,807.0
35338,TCP,5281910.0,3.0,1.0,12.0,0.0
35341,TCP,5218764.0,7.0,7.0,2098.0,3413.0
35343,UDP,187.0,2.0,2.0,168.0,424.0
35349,UDP,143.0,2.0,2.0,62.0,94.0
35362,UDP,60726.0,1.0,1.0,61.0,111.0
35366,UDP,31048.0,2.0,2.0,96.0,180.0
35367,UDP,165.0,2.0,2.0,86.0,204.0
35389,UDP,160.0,2.0,2.0,86.0,198.0
35401,TCP,94.0,1.0,1.0,6.0,6.0
35407,UDP,30483.0,1.0,1.0,44.0,60.0
35428,UDP,143.0,2.0,2.0,66.0,122.0
35440,UDP,60766.0,1.0,1.0,45.0,240.0
35469,TCP,5663786.0,8.0,5.0,378.0,3180.0
35470,TCP,5576902.0,3.0,1.0,12.0,0.0
35472,TCP,5563963.0,8.0,4.0,410.0,4226.0
35482,UDP,30776.0,2.0,2.0,80.0,202.0
35488,UDP,137.0,2.0,2.0,84.0,116.0
35495,TCP,4948132.0,2.0,0.0,12.0,0.0
35500,TCP,26.0,1.0,1.0,6.0,6.0
35515,TCP,28308.0,2.0,0.0,12.0,0.0
35516,TCP,59535.0,3.0,4.0,432.0,2278.0
35517,TCP,5376321.0,3.0,1.0,12.0,0.0
35539,TCP,3.0,2.0,0.0,12.0,0.0
35540,TCP,238.0,2.0,0.0,12.0,0.0
35563,TCP,151.0,2.0,0.0,12.0,0.0
35572,TCP,46.0,1.0,1.0,6.0,6.0
35574,TCP,18.0,1.0,1.0,6.0,6.0
35576,UDP,131314.0,2.0,2.0,86.0,118.0
35578,UDP,115175.0,2.0,2.0,66.0,330.0
35585,UDP,94885.0,2.0,2.0,62.0,236.0
35592,TCP,5893515.0,9.0,5.0,597.0,2679.0
35596,UDP,30797.0,1.0,1.0,44.0,131.0
35600,UDP,60604.0,1.0,1.0,41.0,236.0
35613,TCP,135.0,1.0,1.0,6.0,6.0
35622,TCP,6045030.0,9.0,5.0,359.0,3212.0
35647,TCP,115528738.0,36.0,25.0,12927.0,2829.0
35659,TCP,736452.0,7.0,6.0,947.0,2675.0
35664,TCP,117799139.0,25.0,25.0,3264.0,7100.0
35690,UDP,198.0,2.0,2.0,92.0,284.0
35692,TCP,9864.0,4.0,1.0,53.0,325.0
35705,TCP,4470.0,1.0,4.0,325.0,53.0
35708,UDP,219.0,2.0,2.0,94.0,230.0
35709,UDP,349.0,2.0,2.0,86.0,222.0
35734,UDP,174.0,2.0,2.0,104.0,212.0
35745,UDP,63377.0,2.0,2.0,68.0,202.0
35747,UDP,171.0,2.0,2.0,64.0,120.0
35768,UDP,169.0,2.0,2.0,86.0,204.0
35772,UDP,62087.0,2.0,2.0,78.0,194.0
35773,UDP,171.0,2.0,2.0,86.0,204.0
35778,UDP,170.0,2.0,2.0,94.0,206.0
35780,TCP,1.0,2.0,0.0,12.0,0.0
35785,UDP,30663.0,2.0,2.0,68.0,100.0
35789,UDP,63011.0,2.0,2.0,78.0,162.0
35808,TCP,30320209.0,11.0,11.0,934.0,5660.0
35814,TCP,117511203.0,56.0,102.0,893.0,131014.0
35823,UDP,204.0,2.0,2.0,80.0,358.0
35839,UDP,30887.0,2.0,2.0,80.0,274.0
35840,UDP,33253.0,2.0,2.0,68.0,484.0
35844,UDP,163.0,2.0,2.0,78.0,160.0
35851,UDP,354.0,2.0,2.0,86.0,222.0
35865,UDP,456.0,1.0,1.0,77.0,159.0
35867,UDP,60542.0,1.0,1.0,61.0,191.0
35872,UDP,657.0,1.0,1.0,85.0,167.0
35884,UDP,397.0,1.0,1.0,53.0,113.0
35891,UDP,61306.0,1.0,1.0,45.0,240.0
35897,UDP,60835.0,1.0,1.0,45.0,235.0
35908,UDP,242.0,2.0,2.0,84.0,366.0
35917,TCP,115308707.0,16.0,14.0,448.0,979.0
35923,TCP,6479.0,2.0,0.0,0.0,0.0
35937,TCP,113082958.0,20.0,16.0,1756.0,3184.0
35939,TCP,197644.0,7.0,7.0,1081.0,3620.0
35943,TCP,15850223.0,12.0,8.0,1424.0,3708.0
35947,TCP,29708.0,2.0,0.0,0.0,0.0
35954,TCP,5504296.0,3.0,1.0,0.0,0.0
35957,TCP,54234506.0,9.0,9.0,421.0,1766.0
35972,UDP,190.0,2.0,2.0,94.0,206.0
35981,UDP,61827.0,1.0,1.0,64.0,117.0
35996,UDP,23864.0,2.0,2.0,68.0,380.0
36000,UDP,178.0,2.0,2.0,70.0,166.0
36015,UDP,207.0,2.0,2.0,112.0,368.0
36017,UDP,216.0,2.0,2.0,156.0,412.0
36022,UDP,30799.0,4.0,2.0,312.0,312.0
36025,UDP,186.0,2.0,2.0,78.0,180.0
36027,TCP,117977380.0,14.0,11.0,1101.0,4666.0
36029,TCP,118733802.0,152.0,220.0,6634.0,375110.0
36031,TCP,64434.0,8.0,5.0,431.0,3516.0
36037,UDP,24584.0,1.0,1.0,50.0,78.0
36044,UDP,60458.0,1.0,1.0,43.0,139.0
36046,UDP,30445.0,1.0,1.0,89.0,167.0
36053,TCP,35.0,1.0,1.0,6.0,6.0
36074,TCP,208.0,2.0,1.0,31.0,6.0
36110,TCP,1256704.0,41.0,44.0,2664.0,6954.0
36122,TCP,161.0,1.0,1.0,0.0,0.0
36125,UDP,3.0,2.0,0.0,124.0,0.0
36144,UDP,167.0,2.0,2.0,92.0,248.0
36155,UDP,168.0,2.0,2.0,92.0,284.0
36160,UDP,193.0,2.0,2.0,92.0,284.0
36178,TCP,116719804.0,17.0,18.0,2275.0,6435.0
36184,UDP,94254.0,1.0,1.0,48.0,48.0
36194,UDP,204.0,2.0,2.0,92.0,284.0
36201,TCP,5113146.0,10.0,11.0,1029.0,7215.0
36213,TCP,60817874.0,14.0,12.0,814.0,3793.0
36216,TCP,115349721.0,16.0,14.0,434.0,1773.0
36218,UDP,221.0,2.0,2.0,84.0,366.0
36220,TCP,98605523.0,70.0,103.0,10504.0,4759.0
36221,TCP,131911.0,7.0,6.0,787.0,3871.0
36237,UDP,30513.0,1.0,1.0,81.0,209.0
36238,UDP,61012.0,1.0,1.0,48.0,150.0
36248,UDP,31518.0,4.0,2.0,160.0,336.0
36259,TCP,326.0,2.0,0.0,12.0,0.0
36260,UDP,228.0,2.0,2.0,94.0,230.0
36268,TCP,4747.0,2.0,0.0,0.0,0.0
36269,TCP,3043.0,2.0,0.0,0.0,0.0
36272,UDP,223.0,2.0,2.0,92.0,248.0
36273,UDP,165.0,2.0,2.0,94.0,206.0
36313,TCP,3.0,2.0,0.0,12.0,0.0
36317,UDP,200.0,2.0,2.0,148.0,404.0
36321,TCP,1738.0,3.0,0.0,31.0,0.0
36322,TCP,967.0,3.0,0.0,31.0,0.0
36324,TCP,4.0,2.0,1.0,12.0,6.0
36330,TCP,15.0,3.0,0.0,247.0,0.0
36342,TCP,4.0,2.0,0.0,37.0,0.0
36344,TCP,29.0,1.0,1.0,0.0,0.0
36353,UDP,92056.0,1.0,1.0,42.0,144.0
36374,TCP,50.0,1.0,2.0,0.0,0.0
36375,TCP,1818.0,2.0,0.0,0.0,0.0
36384,TCP,135.0,2.0,0.0,12.0,0.0
36393,TCP,84.0,1.0,1.0,6.0,6.0
36400,TCP,29.0,1.0,1.0,6.0,6.0
36407,TCP,60208820.0,13.0,13.0,945.0,3254.0
36414,TCP,26.0,1.0,1.0,6.0,6.0
36417,UDP,61102.0,4.0,2.0,128.0,204.0
36423,TCP,160.0,3.0,0.0,49.0,0.0
36451,TCP,67383504.0,11.0,10.0,516.0,301.0
36453,TCP,73.0,2.0,0.0,12.0,0.0
36457,UDP,177.0,2.0,2.0,92.0,248.0
36463,UDP,198.0,2.0,2.0,92.0,248.0
36478,UDP,31312.0,2.0,2.0,68.0,166.0
36483,UDP,190.0,2.0,2.0,86.0,222.0
36492,UDP,31140.0,2.0,2.0,104.0,180.0
36499,UDP,192.0,2.0,2.0,92.0,248.0
36505,UDP,30738.0,1.0,1.0,56.0,132.0
36520,UDP,31547.0,2.0,2.0,70.0,282.0
36521,UDP,61173.0,2.0,2.0,76.0,258.0
36544,UDP,31299.0,2.0,2.0,70.0,538.0
36547,UDP,160.0,2.0,2.0,72.0,146.0
36573,TCP,77.0,1.0,1.0,0.0,0.0
36606,TCP,5106035.0,7.0,4.0,617.0,149.0
36615,TCP,65716547.0,15.0,15.0,1672.0,997.0
36625,TCP,45158688.0,10.0,9.0,842.0,3532.0
36626,TCP,5457163.0,3.0,1.0,0.0,0.0
36644,TCP,121542.0,9.0,7.0,1778.0,1123.0
36646,TCP,190322.0,9.0,8.0,2330.0,1177.0
36647,TCP,120158.0,11.0,9.0,2496.0,5906.0
36657,TCP,6488.0,2.0,0.0,0.0,0.0
36661,UDP,31310.0,2.0,2.0,68.0,234.0
36662,TCP,227038.0,8.0,10.0,937.0,4108.0
36666,UDP,90882.0,2.0,2.0,74.0,200.0
36670,UDP,121236.0,4.0,2.0,192.0,612.0
36682,UDP,87083895.0,2.0,2.0,88.0,192.0
36705,TCP,213.0,2.0,0.0,43.0,0.0
36707,TCP,259.0,2.0,0.0,43.0,0.0
36713,TCP,83587.0,9.0,7.0,2474.0,1003.0
36741,TCP,498.0,3.0,0.0,31.0,0.0
36743,TCP,3.0,2.0,0.0,31.0,0.0
36753,TCP,68.0,1.0,1.0,0.0,0.0
36755,TCP,59.0,1.0,1.0,0.0,0.0
36767,TCP,144692.0,18.0,25.0,200.0,480.0
36797,TCP,173.0,2.0,0.0,0.0,0.0
36806,TCP,109.0,2.0,0.0,12.0,0.0
36812,TCP,131.0,3.0,1.0,43.0,6.0
36825,UDP,91528.0,1.0,1.0,43.0,164.0
36826,UDP,55349450.0,2.0,2.0,92.0,189.0
36827,TCP,214.0,3.0,1.0,43.0,6.0
36865,TCP,66.0,3.0,1.0,43.0,6.0
36869,TCP,8994894.0,3.0,0.0,0.0,0.0
36872,UDP,30781.0,1.0,1.0,85.0,213.0
36877,TCP,5156550.0,5.0,1.0,135.0,46.0
36882,TCP,117627465.0,7.0,7.0,325.0,304.0
36891,TCP,86.0,3.0,1.0,4.0,4.0
36892,UDP,23.0,13.0,0.0,2613.0,0.0
36900,TCP,71271833.0,16.0,12.0,3375.0,1423.0
36910,UDP,1030818.0,1.0,1.0,51.0,179.0
36911,UDP,1031293.0,4.0,2.0,160.0,336.0
36926,TCP,49.0,1.0,1.0,0.0,0.0
36931,UDP,201.0,2.0,2.0,92.0,284.0
36947,UDP,230.0,2.0,2.0,92.0,248.0
36953,UDP,212.0,2.0,2.0,92.0,248.0
36976,UDP,206.0,2.0,2.0,92.0,248.0
36982,UDP,172.0,2.0,2.0,92.0,284.0
36984,UDP,208.0,2.0,2.0,92.0,248.0
36989,UDP,31685.0,2.0,2.0,68.0,166.0
37022,UDP,184.0,2.0,2.0,94.0,206.0
37034,UDP,31089.0,2.0,2.0,66.0,122.0
37035,UDP,32001.0,2.0,2.0,68.0,144.0
37050,UDP,32202.0,2.0,2.0,70.0,194.0
37053,UDP,243.0,2.0,2.0,76.0,242.0
37062,UDP,217.0,2.0,2.0,92.0,248.0
37075,UDP,124189.0,2.0,2.0,68.0,350.0
37081,UDP,96554.0,2.0,2.0,68.0,454.0
37091,TCP,5248252.0,8.0,5.0,348.0,152.0
37097,UDP,244.0,2.0,2.0,94.0,230.0
37104,UDP,33143.0,2.0,2.0,64.0,250.0
37107,UDP,31511.0,2.0,2.0,98.0,208.0
37122,UDP,44707.0,2.0,2.0,166.0,198.0
37125,UDP,31258.0,2.0,2.0,70.0,134.0
37132,UDP,31640.0,1.0,1.0,47.0,63.0
37139,UDP,123768.0,1.0,1.0,45.0,186.0
37152,UDP,469.0,1.0,1.0,53.0,114.0
37161,UDP,30932.0,1.0,1.0,47.0,91.0
37168,TCP,228.0,3.0,0.0,31.0,0.0
37170,UDP,183.0,2.0,2.0,76.0,202.0
37175,UDP,31582.0,2.0,2.0,62.0,228.0
37185,TCP,38680.0,2.0,0.0,0.0,0.0
37189,TCP,4021919.0,9.0,10.0,890.0,6364.0
37192,TCP,5293.0,2.0,0.0,12.0,0.0
37202,TCP,3100529.0,3.0,3.0,0.0,0.0
37214,TCP,122605.0,9.0,8.0,2881.0,1233.0
37224,TCP,939374.0,3.0,4.0,429.0,2265.0
37227,TCP,59738.0,3.0,4.0,431.0,2267.0
37231,TCP,5765357.0,10.0,7.0,346.0,6001.0
37238,UDP,31788.0,2.0,2.0,62.0,276.0
37266,UDP,73727848.0,2.0,2.0,104.0,217.0
37277,TCP,47.0,2.0,0.0,43.0,0.0
37295,TCP,5738842.0,8.0,5.0,382.0,188.0
37296,TCP,50276958.0,8.0,8.0,434.0,1962.0
37301,TCP,61069062.0,16.0,12.0,1046.0,5714.0
37318,UDP,70952957.0,2.0,2.0,112.0,273.0
37325,UDP,61242.0,2.0,2.0,98.0,350.0
37330,TCP,60004136.0,16.0,13.0,1650.0,4157.0
37340,UDP,60787.0,1.0,1.0,60.0,186.0
37354,TCP,997.0,3.0,0.0,31.0,0.0
37360,TCP,50536.0,2.0,1.0,0.0,0.0
37371,TCP,32191.0,1.0,1.0,0.0,0.0
37387,TCP,1405468.0,35.0,40.0,2686.0,6718.0
37397,UDP,31387.0,2.0,2.0,74.0,178.0
37452,TCP,102824.0,9.0,5.0,496.0,4126.0
37456,TCP,134826.0,20.0,19.0,824.0,20524.0
37458,TCP,117510017.0,48.0,77.0,1469.0,101853.0
37479,UDP,251.0,2.0,2.0,86.0,222.0
37480,UDP,191.0,2.0,2.0,86.0,198.0
37495,TCP,5622218.0,3.0,1.0,0.0,0.0
37500,UDP,61973.0,2.0,2.0,60.0,344.0
37517,UDP,30870.0,2.0,2.0,84.0,204.0
37532,UDP,30457.0,1.0,1.0,62.0,78.0
37542,UDP,153.0,2.0,2.0,70.0,264.0
37545,UDP,245.0,2.0,2.0,60.0,344.0
37581,TCP,117817673.0,20.0,21.0,2184.0,4806.0
37586,TCP,116232882.0,23.0,20.0,749.0,5597.0
37587,TCP,116232509.0,24.0,19.0,879.0,5445.0
37589,TCP,5229499.0,10.0,7.0,358.0,5168.0
37602,UDP,31100.0,2.0,2.0,64.0,128.0
37622,UDP,255.0,2.0,2.0,60.0,264.0
37624,UDP,63102.0,2.0,2.0,66.0,244.0
37661,UDP,31033.0,2.0,2.0,82.0,212.0
37663,UDP,62395.0,2.0,2.0,62.0,168.0
37668,UDP,298261.0,2.0,2.0,72.0,306.0
37682,TCP,5907875.0,3.0,1.0,0.0,0.0
37701,UDP,91590.0,2.0,2.0,72.0,264.0
37714,TCP,40189.0,4.0,1.0,189.0,0.0
37719,UDP,1025.0,2.0,2.0,60.0,344.0
37722,TCP,46044312.0,8.0,8.0,485.0,2132.0
37735,TCP,5618678.0,10.0,7.0,352.0,5241.0
37742,TCP,2772852.0,6.0,5.0,275.0,176.0
37745,UDP,31252.0,2.0,2.0,78.0,120.0
37749,UDP,30437.0,1.0,1.0,49.0,177.0
37763,UDP,30948.0,1.0,1.0,76.0,158.0
37765,UDP,30611.0,1.0,1.0,44.0,60.0
37766,UDP,30386.0,1.0,1.0,52.0,68.0
37778,UDP,30406.0,1.0,1.0,47.0,79.0
37783,UDP,30705.0,1.0,1.0,49.0,65.0
37785,UDP,144.0,2.0,2.0,158.0,326.0
37792,TCP,4.0,2.0,0.0,0.0,0.0
37796,TCP,5180479.0,10.0,7.0,351.0,5241.0
37802,TCP,60493641.0,15.0,15.0,660.0,5618.0
37809,TCP,5198678.0,10.0,7.0,351.0,5241.0
37810,TCP,60517846.0,15.0,14.0,664.0,5877.0
37815,TCP,68.0,1.0,1.0,0.0,0.0
37828,TCP,32617096.0,6.0,4.0,83.0,24.0
37842,UDP,197954.0,4.0,2.0,136.0,68.0
37843,TCP,1096520.0,3.0,3.0,0.0,18.0
37846,TCP,112897.0,1.0,1.0,6.0,6.0
37849,UDP,213783.0,1.0,1.0,45.0,77.0
37857,TCP,14.0,1.0,1.0,0.0,0.0
37876,TCP,65.0,1.0,1.0,0.0,0.0
37885,TCP,3859875.0,5.0,1.0,135.0,46.0
37900,UDP,216.0,2.0,2.0,64.0,204.0
37914,TCP,106.0,3.0,1.0,4.0,4.0
37936,TCP,4860785.0,5.0,1.0,135.0,46.0
37955,UDP,30802.0,2.0,2.0,72.0,328.0
37956,UDP,61497.0,2.0,2.0,76.0,178.0
37968,TCP,116128017.0,23.0,24.0,3075.0,13898.0
37970,TCP,116447771.0,78.0,76.0,2287.0,87030.0
37973,TCP,4482078.0,68.0,116.0,3543.0,223961.0
37982,UDP,31818.0,2.0,2.0,60.0,96.0
37991,TCP,5206143.0,3.0,1.0,0.0,0.0
38010,TCP,117929655.0,22.0,27.0,1307.0,26475.0
38013,TCP,17011799.0,34.0,36.0,907.0,47127.0
38030,UDP,312.0,2.0,2.0,96.0,268.0
38031,UDP,32440.0,2.0,2.0,76.0,196.0
38051,UDP,30935.0,1.0,1.0,56.0,72.0
38053,UDP,31184.0,1.0,1.0,61.0,122.0
38057,UDP,99873261.0,3.0,3.0,152.0,358.0
38059,UDP,33577.0,1.0,1.0,65.0,81.0
38093,UDP,31870.0,2.0,2.0,78.0,242.0
38095,UDP,203.0,2.0,2.0,82.0,254.0
38098,UDP,31099.0,2.0,2.0,68.0,122.0
38132,TCP,10149646.0,10.0,10.0,4715.0,5967.0
38140,TCP,29273.0,1.0,1.0,0.0,0.0
38141,UDP,31552.0,2.0,2.0,66.0,386.0
38171,UDP,31763.0,2.0,2.0,78.0,334.0
38176,TCP,115946206.0,19.0,17.0,926.0,2219.0
38187,TCP,495074.0,12.0,11.0,1372.0,13755.0
38188,TCP,116137618.0,21.0,19.0,974.0,9784.0
38199,UDP,62127.0,2.0,2.0,64.0,110.0
38243,UDP,30572.0,1.0,1.0,53.0,117.0
38244,UDP,549.0,1.0,1.0,58.0,124.0
38268,TCP,402541.0,13.0,7.0,1627.0,5614.0
38270,TCP,115969717.0,26.0,22.0,4391.0,7146.0
38289,TCP,118022227.0,18.0,15.0,1218.0,500.0
38316,TCP,32650.0,1.0,1.0,6.0,6.0
38320,TCP,6945490.0,6.0,4.0,1001.0,2072.0
38328,TCP,89954321.0,25.0,23.0,1186.0,11373.0
38329,TCP,5454600.0,7.0,4.0,635.0,159.0
38332,TCP,481875.0,5.0,5.0,329.0,2478.0
38363,TCP,3.0,2.0,0.0,12.0,0.0
38364,TCP,3.0,2.0,0.0,12.0,0.0
38366,TCP,4.0,2.0,0.0,12.0,0.0
38372,UDP,177.0,2.0,2.0,62.0,246.0
38387,TCP,325101.0,2.0,0.0,12.0,0.0
38408,TCP,5668503.0,3.0,1.0,0.0,0.0
38412,TCP,116324706.0,44.0,44.0,770.0,56204.0
38419,TCP,116693514.0,36.0,38.0,3093.0,30309.0
38420,TCP,116592622.0,34.0,32.0,2012.0,21646.0
38441,TCP,3.0,2.0,0.0,12.0,0.0
38443,UDP,31114.0,2.0,2.0,86.0,242.0
38448,TCP,211.0,2.0,0.0,12.0,0.0
38449,TCP,6035099.0,8.0,5.0,2208.0,3105.0
38451,TCP,6022745.0,6.0,4.0,1631.0,2072.0
38460,UDP,31008.0,2.0,2.0,86.0,242.0
38462,TCP,5225755.0,4.0,4.0,943.0,574.0
38470,UDP,31342.0,1.0,1.0,54.0,179.0
38473,UDP,31080.0,4.0,2.0,160.0,336.0
38481,TCP,5800031.0,9.0,6.0,374.0,3875.0
38509,TCP,4.0,2.0,0.0,0.0,0.0
38510,TCP,230.0,2.0,0.0,0.0,0.0
38511,TCP,33034.0,1.0,1.0,6.0,6.0
38526,TCP,32867.0,1.0,1.0,6.0,6.0
38550,TCP,233.0,2.0,0.0,12.0,0.0
38560,TCP,113985251.0,38.0,26.0,8465.0,11276.0
38563,TCP,33555.0,1.0,1.0,0.0,0.0
38587,TCP,1133.0,3.0,1.0,18.0,6.0
38591,TCP,106.0,1.0,2.0,0.0,0.0
38595,TCP,52.0,1.0,1.0,0.0,0.0
38596,TCP,3235587.0,5.0,2.0,123.0,46.0
38611,TCP,43.0,1.0,1.0,0.0,0.0
38612,TCP,52.0,1.0,1.0,0.0,0.0
38637,TCP,4.0,2.0,0.0,0.0,0.0
38641,TCP,198.0,2.0,0.0,0.0,0.0
38676,UDP,197.0,2.0,2.0,66.0,240.0
38677,UDP,31291.0,2.0,2.0,94.0,256.0
38684,UDP,61739.0,2.0,2.0,66.0,240.0
38712,UDP,204.0,2.0,2.0,62.0,218.0
38716,TCP,115724166.0,31.0,32.0,3200.0,31081.0
38720,TCP,115720242.0,27.0,28.0,1898.0,23713.0
38721,TCP,115718918.0,26.0,23.0,4509.0,10812.0
38730,UDP,64401.0,2.0,2.0,74.0,238.0
38737,TCP,4.0,2.0,0.0,12.0,0.0
38740,TCP,110805483.0,22.0,17.0,2238.0,3663.0
38743,UDP,91649.0,2.0,2.0,74.0,270.0
38751,UDP,266.0,2.0,2.0,92.0,248.0
38765,UDP,31430.0,2.0,2.0,92.0,284.0
38774,UDP,190.0,2.0,2.0,62.0,218.0
38786,UDP,170.0,2.0,2.0,66.0,174.0
38794,UDP,193.0,2.0,2.0,62.0,218.0
38817,UDP,198.0,2.0,2.0,62.0,218.0
38830,UDP,30532.0,1.0,1.0,55.0,109.0
38836,UDP,32529.0,1.0,1.0,61.0,89.0
38849,UDP,30793.0,1.0,1.0,43.0,71.0
38871,TCP,87.0,1.0,1.0,0.0,0.0
38887,TCP,58.0,1.0,2.0,6.0,12.0
38891,UDP,31339.0,2.0,2.0,74.0,494.0
38901,UDP,192.0,2.0,2.0,82.0,340.0
38908,UDP,216.0,2.0,2.0,82.0,408.0
38918,UDP,201.0,2.0,2.0,98.0,374.0
38922,UDP,186.0,2.0,2.0,94.0,206.0
38944,TCP,63015833.0,19.0,15.0,1992.0,6329.0
38962,UDP,165.0,2.0,2.0,80.0,274.0
38966,UDP,30539.0,2.0,2.0,78.0,196.0
38975,TCP,60883084.0,14.0,13.0,784.0,5635.0
38979,UDP,175.0,2.0,2.0,88.0,196.0
38992,TCP,115577287.0,23.0,20.0,1104.0,11869.0
38997,UDP,31004.0,2.0,2.0,72.0,266.0
39000,UDP,30465.0,2.0,2.0,72.0,266.0
39006,UDP,31186.0,1.0,1.0,50.0,102.0
39011,UDP,30643.0,1.0,1.0,51.0,67.0
39028,UDP,30843.0,2.0,2.0,58.0,166.0
39039,UDP,188.0,2.0,2.0,94.0,350.0
39070,UDP,97122009.0,2.0,2.0,110.0,181.0
39080,UDP,187.0,2.0,2.0,92.0,284.0
39082,UDP,195.0,2.0,2.0,92.0,248.0
39088,TCP,5400043.0,9.0,5.0,348.0,3112.0
39092,UDP,213.0,2.0,2.0,76.0,196.0
39102,TCP,60706319.0,15.0,15.0,785.0,5710.0
39103,TCP,5363953.0,10.0,6.0,370.0,4844.0
39112,TCP,84168686.0,20.0,28.0,1092.0,25780.0
39124,UDP,31411.0,1.0,1.0,49.0,237.0
39131,UDP,376.0,1.0,1.0,59.0,120.0
39132,UDP,12255668.0,2.0,2.0,118.0,306.0
39136,UDP,193.0,2.0,2.0,92.0,248.0
39147,UDP,252.0,2.0,2.0,92.0,248.0
39162,TCP,60578781.0,17.0,15.0,1120.0,6262.0
39172,UDP,197.0,2.0,2.0,92.0,248.0
39181,UDP,177.0,2.0,2.0,92.0,284.0
39190,UDP,155.0,2.0,2.0,68.0,158.0
39199,UDP,167.0,2.0,2.0,92.0,284.0
39222,UDP,263.0,2.0,2.0,92.0,284.0
39227,UDP,202.0,2.0,2.0,68.0,278.0
39230,UDP,170.0,2.0,2.0,92.0,284.0
39240,UDP,214.0,2.0,2.0,92.0,248.0
39245,UDP,172.0,2.0,2.0,92.0,284.0
39253,UDP,196.0,2.0,2.0,92.0,248.0
39256,UDP,150.0,2.0,2.0,92.0,248.0
39287,TCP,115310809.0,20.0,17.0,1088.0,2689.0
39289,UDP,196.0,2.0,2.0,92.0,284.0
39303,TCP,69314.0,3.0,4.0,430.0,2266.0
39326,UDP,207.0,2.0,2.0,92.0,248.0
39337,UDP,30863.0,1.0,1.0,56.0,72.0
39349,TCP,5392715.0,7.0,4.0,599.0,152.0
39352,TCP,115182836.0,22.0,21.0,3005.0,6621.0
39360,UDP,190.0,2.0,2.0,104.0,212.0
39379,UDP,207.0,2.0,2.0,92.0,248.0
39381,TCP,3.0,2.0,0.0,12.0,0.0
39382,TCP,3.0,2.0,0.0,12.0,0.0
39385,TCP,49.0,2.0,0.0,12.0,0.0
39386,UDP,196.0,2.0,2.0,92.0,284.0
39387,TCP,119085187.0,20.0,18.0,1183.0,4379.0
39393,UDP,207.0,2.0,2.0,92.0,248.0
39396,UDP,191.0,2.0,2.0,92.0,248.0
39402,TCP,4.0,2.0,0.0,31.0,0.0
39410,TCP,3.0,2.0,0.0,12.0,0.0
39439,UDP,174.0,2.0,2.0,98.0,130.0
39441,UDP,61508.0,2.0,2.0,68.0,234.0
39445,TCP,3.0,2.0,0.0,12.0,0.0
39450,UDP,206.0,2.0,2.0,92.0,248.0
39455,UDP,172.0,2.0,2.0,92.0,284.0
39461,TCP,116295451.0,23.0,19.0,1263.0,4124.0
39465,TCP,18857.0,2.0,0.0,12.0,0.0
39466,TCP,105899.0,9.0,11.0,4693.0,6973.0
39468,TCP,103363343.0,26.0,40.0,1105.0,41631.0
39471,UDP,162.0,2.0,2.0,88.0,194.0
39485,UDP,31514.0,2.0,2.0,72.0,196.0
39492,UDP,5738.0,2.0,2.0,74.0,154.0
39497,UDP,31411.0,1.0,1.0,45.0,170.0
39505,UDP,31628.0,1.0,1.0,42.0,123.0
39507,TCP,2.0,2.0,0.0,31.0,0.0
39513,UDP,32321.0,2.0,2.0,66.0,194.0
39528,UDP,183.0,2.0,2.0,70.0,166.0
39537,UDP,31135.0,2.0,2.0,98.0,350.0
39554,TCP,4.0,2.0,0.0,12.0,0.0
39576,UDP,324.0,2.0,2.0,104.0,352.0
39583,TCP,60806609.0,14.0,11.0,969.0,997.0
39589,UDP,91975.0,1.0,1.0,51.0,213.0
39593,TCP,4.0,2.0,0.0,12.0,0.0
39602,TCP,95200.0,1.0,1.0,0.0,0.0
39606,TCP,23111.0,1.0,1.0,0.0,0.0
39613,UDP,501.0,2.0,2.0,106.0,268.0
39618,TCP,3.0,2.0,0.0,12.0,0.0
39622,TCP,221.0,2.0,0.0,12.0,0.0
39635,TCP,208.0,2.0,0.0,0.0,0.0
39646,TCP,18.0,2.0,0.0,31.0,0.0
39648,TCP,3.0,2.0,0.0,0.0,0.0
39655,TCP,58.0,1.0,1.0,0.0,0.0
39659,TCP,57.0,1.0,1.0,0.0,0.0
39679,HOPOPT,113077740.0,204.0,0.0,0.0,0.0
39690,UDP,31406.0,4.0,2.0,120.0,450.0
39693,TCP,51373.0,1.0,1.0,0.0,0.0
39697,TCP,50386.0,1.0,1.0,0.0,0.0
39698,TCP,23073.0,1.0,1.0,0.0,0.0
39699,UDP,202976.0,1.0,1.0,48.0,64.0
39704,UDP,207222.0,2.0,2.0,74.0,166.0
39711,TCP,123.0,2.0,0.0,0.0,0.0
39713,TCP,53430.0,1.0,1.0,0.0,0.0
39721,TCP,65.0,1.0,2.0,6.0,12.0
39728,UDP,30962.0,1.0,1.0,46.0,147.0
39731,UDP,31183.0,4.0,2.0,120.0,450.0
39748,UDP,271.0,2.0,2.0,92.0,248.0
39761,UDP,208.0,2.0,2.0,92.0,248.0
39764,UDP,443.0,2.0,2.0,92.0,284.0
39776,UDP,756998.0,2.0,2.0,94.0,206.0
39791,UDP,31355.0,2.0,2.0,74.0,278.0
39801,TCP,5677967.0,9.0,6.0,382.0,4867.0
39819,UDP,53766.0,2.0,2.0,74.0,188.0
39823,TCP,5118195.0,10.0,9.0,674.0,5378.0
